TemperatureC,DewPointC,Humidity,SeaLevelPressurehPa,VisibilityKm,WindSpeedKmh,WindDirDegrees,Office_Autumn
44.4,0.6,7.0,1004.0,16.1,18.5,250,210.94
43.3,1.1,7.0,1004.3,16.1,16.7,270,191.51
42.2,4.4,10.0,1004.9,16.1,16.7,30,166.12
38.9,10.0,17.0,1005.2,16.1,20.4,90,167.0
37.8,10.6,19.0,1005.3,16.1,9.3,150,167.0
37.2,10.6,20.0,1006.2,16.1,7.4,140,139.84
36.7,10.6,20.0,1006.7,16.1,11.1,80,122.94
36.1,11.1,22.0,1007.1,16.1,9.3,90,113.28
35.6,11.1,22.0,1007.0,16.1,7.4,130,104.3
36.1,10.0,20.0,1006.9,16.1,11.1,60,93.39
33.3,12.2,27.0,1007.1,16.1,13.0,80,82.85
33.9,11.7,26.0,1007.4,16.1,9.3,70,130.76
32.8,11.7,27.0,1008.5,16.1,7.4,40,121.84
33.3,11.1,26.0,1009.2,16.1,16.7,290,119.47
33.3,11.7,27.0,1009.8,16.1,13.0,300,121.93
34.4,12.2,26.0,1010.4,16.1,11.1,310,139.74
35.6,12.2,24.0,1010.6,16.1,11.1,320,186.82
36.1,12.2,23.0,1010.4,16.1,9.3,260,209.29
38.3,11.7,20.0,1010.3,16.1,13.0,210,212.2
38.3,11.1,19.0,1009.8,16.1,5.6,0,213.97
40.6,10.6,16.0,1008.8,16.1,16.7,270,214.39
41.7,10.6,16.0,1007.8,16.1,13.0,240,219.73
41.7,8.3,13.0,1006.5,16.1,16.7,280,216.42
43.3,6.7,11.0,1005.3,16.1,29.6,280,216.17
42.8,7.8,12.0,1005.0,16.1,20.4,260,216.38
43.3,5.0,10.0,1004.3,16.1,24.1,260,198.82
42.8,3.9,9.0,1004.3,16.1,22.2,270,171.54
41.7,3.3,9.0,1004.3,16.1,22.2,260,171.09
39.4,7.2,14.0,1004.8,16.1,20.4,230,173.47
38.3,8.9,17.0,1005.7,16.1,14.8,250,154.3
37.2,8.9,18.0,1006.2,16.1,14.8,240,140.0
37.2,7.2,16.0,1006.4,16.1,14.8,250,127.24
36.7,8.3,18.0,1007.0,16.1,11.1,270,116.83
35.6,11.1,22.0,1007.2,16.1,9.3,340,110.55
33.9,12.8,28.0,1007.7,16.1,13.0,50,96.72
33.3,13.9,31.0,1008.2,16.1,14.8,330,121.71
32.2,13.3,31.0,1009.0,16.1,16.7,290,121.15
31.7,13.9,34.0,1009.8,16.1,18.5,300,115.63
31.7,16.1,39.0,1010.4,16.1,22.2,270,113.78
32.8,16.7,38.0,1011.0,16.1,14.8,280,137.92
34.4,16.1,33.0,1011.0,16.1,11.1,290,181.32
35.6,13.9,27.0,1010.8,16.1,7.4,0,194.96
36.7,13.3,24.0,1010.6,16.1,16.7,320,201.53
37.8,14.4,25.0,1010.0,16.1,13.0,250,203.76
38.9,15.0,24.0,1009.3,16.1,22.2,270,204.78
39.4,13.9,22.0,1008.3,16.1,20.4,290,205.71
40.6,12.8,19.0,1007.2,16.1,20.4,290,207.61
41.7,11.7,17.0,1006.4,16.1,18.5,270,206.11
41.7,10.0,15.0,1005.6,16.1,20.4,280,197.88
41.1,10.0,15.0,1005.1,16.1,14.8,230,173.28
41.1,9.4,15.0,1005.1,16.1,14.8,250,156.21
40.6,11.1,17.0,1005.9,16.1,9.3,200,157.68
39.4,11.7,19.0,1007.0,16.1,11.1,240,161.01
38.3,11.1,19.0,1007.3,16.1,25.9,260,126.68
37.2,13.3,24.0,1007.8,16.1,25.9,270,111.04
36.1,14.4,27.0,1008.2,16.1,16.7,290,101.73
35.6,14.4,28.0,1009.1,16.1,11.1,350,96.19
35.0,14.4,29.0,1008.6,16.1,25.9,290,76.5
100.6,52.8,118.0,3033.8,48.300000000000004,37.1,690,66.22
32.2,20.0,48.0,1010.3,16.1,0.0,0,65.4
32.8,16.1,36.0,1010.6,16.1,14.8,350,65.9
32.2,16.1,38.0,1011.4,16.1,13.0,330,67.89
32.8,15.6,35.0,1011.8,16.1,13.0,320,98.07
33.3,15.6,34.0,1011.9,16.1,16.7,330,177.21
33.9,15.6,33.0,1012.2,16.1,9.3,340,136.2
34.4,15.6,32.0,1012.1,16.1,0.0,0,129.51
35.6,15.6,30.0,1011.9,16.1,7.4,310,126.88
36.7,14.4,26.0,1011.5,16.1,5.6,0,127.75
38.3,13.9,23.0,1010.3,16.1,13.0,300,127.92
38.9,13.3,22.0,1008.9,16.1,5.6,0,128.87
40.6,12.8,19.0,1007.5,16.1,16.7,300,128.02
41.7,12.2,17.0,1006.2,16.1,24.1,300,130.11
41.7,11.7,17.0,1005.5,16.1,13.0,280,127.44
41.7,11.1,16.0,1005.5,16.1,9.3,0,126.34
50.0,7.0,8.0,1006.8,0.0,0.0,0,125.94
223.79999999999998,78.4,141.0,6061.299999999999,27.700000000000003,303.7,460,91.1
35.6,11.1,22.0,1008.7,16.1,20.4,120,70.85
33.9,13.3,29.0,1010.7,16.1,25.9,170,70.35
33.9,13.3,29.0,1011.1,16.1,13.0,90,68.49
33.3,14.4,32.0,1008.9,16.1,24.1,220,66.44
33.9,13.9,30.0,1009.4,16.1,14.8,260,67.39
33.9,13.9,30.0,1009.3,16.1,13.0,30,66.72
32.8,15.0,34.0,1009.8,16.1,7.4,130,67.49
32.2,15.6,37.0,1009.5,16.1,0.0,0,66.77
31.7,14.4,35.0,1010.2,16.1,14.8,70,66.61
31.1,15.0,37.0,1010.7,16.1,11.1,100,66.55
31.7,15.0,36.0,1011.1,16.1,13.0,120,81.26
33.3,15.0,33.0,1011.3,16.1,14.8,110,157.5
35.6,13.9,27.0,1011.5,16.1,7.4,0,140.38
36.7,13.9,25.0,1011.1,16.1,7.4,0,129.95
39.4,12.8,20.0,1010.6,16.1,0.0,0,126.0
40.6,12.2,18.0,1009.7,16.1,9.3,190,125.28
41.7,11.7,17.0,1008.8,16.1,14.8,170,127.73
41.7,11.7,17.0,1007.5,16.1,5.6,0,130.15
41.7,10.6,16.0,1006.5,16.1,0.0,0,127.49
42.2,10.6,15.0,1005.5,16.1,5.6,0,127.17
43.3,9.4,13.0,1004.9,16.1,11.1,230,128.73
42.8,10.6,15.0,1004.8,9.7,14.8,140,130.33
40.0,13.9,21.0,1005.5,16.1,18.5,220,129.44
39.4,13.9,22.0,1005.7,16.1,9.3,170,104.27
37.2,14.4,25.0,1007.3,16.1,33.3,280,94.05
35.6,15.0,29.0,1008.9,16.1,24.1,320,92.05
34.4,15.6,32.0,1008.7,16.1,14.8,260,88.09
34.4,16.1,33.0,1009.0,16.1,7.4,310,86.76
34.4,16.1,33.0,1008.8,16.1,5.6,260,86.39
34.4,16.1,33.0,1008.3,16.1,5.6,300,86.99
33.3,16.7,37.0,1007.9,16.1,7.4,190,85.94
32.8,16.1,36.0,1007.6,16.1,7.4,80,122.31
31.1,16.7,42.0,1008.3,16.1,13.0,150,120.61
31.1,16.7,42.0,1009.1,16.1,5.6,140,115.74
32.2,16.7,39.0,1009.8,16.1,7.4,90,113.99
33.3,17.2,38.0,1010.3,16.1,5.6,0,134.02
35.0,16.7,33.0,1010.5,16.1,9.3,70,187.95
36.1,15.6,29.0,1010.1,16.1,5.6,350,205.24
37.2,15.6,28.0,1009.8,16.1,9.3,80,207.02
40.0,15.6,24.0,1009.2,16.1,13.0,240,212.09
41.1,15.6,22.0,1008.4,16.1,11.1,190,212.24
41.1,14.4,21.0,1007.4,16.1,13.0,220,215.38
41.7,13.9,19.0,1006.1,16.1,22.2,300,213.65
42.2,13.3,18.0,1005.4,16.1,9.3,0,213.02
42.2,12.8,17.0,1004.9,16.1,7.4,260,212.76
42.2,12.8,17.0,1004.0,16.1,18.5,260,185.31
42.2,12.8,17.0,1005.1,16.1,22.2,280,160.81
40.6,13.3,20.0,1004.7,16.1,14.8,240,164.88
39.4,13.3,21.0,1006.1,16.1,14.8,260,172.97
110.60000000000001,44.4,79.0,3026.0,48.300000000000004,70.3,1000,130.68
32.2,19.4,46.0,1008.6,16.1,22.2,80,108.77
66.6,38.9,87.0,2017.6,32.2,18.5,320,104.96
33.3,17.8,39.0,1007.5,16.1,0.0,0,103.34
31.1,22.8,61.0,1007.4,16.1,9.3,100,94.59
30.6,22.8,63.0,1007.3,16.1,11.1,80,80.47
30.0,22.2,63.0,1007.7,16.1,9.3,100,135.54
30.0,21.7,61.0,1007.8,16.1,11.1,90,121.38
30.6,21.7,59.0,1009.0,16.1,13.0,90,118.98
32.2,18.3,43.0,1009.5,16.1,11.1,140,116.35
33.3,17.2,38.0,1010.2,16.1,20.4,150,140.12
35.0,16.7,33.0,1010.4,16.1,13.0,300,185.15
36.1,15.0,28.0,1010.3,16.1,22.2,290,200.92
36.7,15.6,28.0,1010.2,16.1,25.9,270,205.44
37.2,15.6,28.0,1009.4,16.1,27.8,290,216.18
38.3,16.1,27.0,1008.6,16.1,13.0,290,211.21
38.9,16.1,26.0,1007.5,16.1,14.8,260,216.09
39.4,15.6,24.0,1006.3,16.1,18.5,250,214.4
41.7,15.6,22.0,1005.4,16.1,22.2,260,215.3
40.0,15.0,23.0,1004.2,16.1,22.2,280,212.92
40.0,14.4,22.0,1004.0,16.1,24.1,290,190.07
40.0,13.9,21.0,1003.9,16.1,24.1,270,163.73
38.3,15.0,25.0,1002.6,16.1,27.8,260,162.58
37.8,15.0,26.0,1004.8,16.1,16.7,250,165.84
37.2,15.6,28.0,1005.7,16.1,20.4,260,145.03
36.1,15.6,29.0,1005.2,16.1,24.1,240,133.64
35.6,16.1,31.0,1006.8,16.1,18.5,250,131.55
12.8,2.2,49.0,1020.8,16.1,0.0,0,126.78
11.1,2.2,54.0,1020.7,16.1,7.4,170,112.28
12.2,2.2,51.0,1020.9,16.1,5.6,50,97.64
11.7,2.2,52.0,1020.7,16.1,0.0,0,120.08
10.0,2.8,61.0,1020.2,16.1,0.0,0,120.38
10.0,2.8,61.0,1020.0,16.1,0.0,0,114.38
10.0,2.8,61.0,1020.5,16.1,0.0,0,113.15
9.4,2.8,64.0,1020.9,16.1,5.6,210,137.06
11.1,3.3,59.0,1021.5,16.1,5.6,210,178.18
16.1,3.3,42.0,1021.4,16.1,5.6,220,193.37
19.4,3.9,36.0,1021.1,16.1,5.6,200,201.02
22.2,2.8,28.0,1019.7,16.1,11.1,100,205.33
25.0,1.7,22.0,1018.7,16.1,14.8,110,209.3
26.1,0.0,18.0,1017.9,16.1,13.0,90,209.94
26.7,0.0,17.0,1017.3,16.1,5.6,0,214.11
26.7,0.6,18.0,1017.2,16.1,5.6,110,209.4
26.7,0.6,18.0,1017.1,16.1,11.1,70,205.14
23.3,1.7,24.0,1017.2,16.1,9.3,80,185.11
21.7,2.2,28.0,1017.5,16.1,11.1,80,159.3
19.4,2.8,33.0,1017.7,16.1,13.0,100,157.91
18.3,2.8,36.0,1017.8,16.1,13.0,110,161.73
19.4,2.8,33.0,1017.9,16.1,14.8,110,132.4
17.2,3.3,40.0,1018.1,16.1,9.3,100,120.99
16.7,3.3,41.0,1017.7,16.1,0.0,0,111.64
16.1,7.2,56.0,1017.7,16.1,11.1,90,104.79
16.1,7.2,56.0,1017.7,16.1,7.4,110,94.13
14.4,8.3,67.0,1018.0,16.1,0.0,0,82.28
13.9,8.3,69.0,1017.8,16.1,0.0,0,128.52
13.9,7.2,64.0,1017.7,16.1,7.4,90,117.35
12.2,6.1,66.0,1017.6,16.1,9.3,110,116.99
12.2,5.6,64.0,1018.1,16.1,11.1,110,116.77
12.8,5.0,59.0,1018.7,16.1,7.4,80,137.68
15.6,5.0,49.0,1019.2,16.1,11.1,120,178.02
18.3,5.6,43.0,1019.6,16.1,11.1,140,194.11
20.6,5.6,38.0,1019.5,16.1,7.4,120,198.74
22.2,5.6,34.0,1018.8,16.1,0.0,0,202.65
24.4,6.1,31.0,1017.6,16.1,0.0,0,202.04
25.6,5.0,27.0,1016.4,16.1,5.6,140,201.49
27.2,3.9,22.0,1015.6,16.1,5.6,0,205.24
26.7,3.9,23.0,1015.2,16.1,9.3,220,196.24
26.7,2.8,21.0,1015.2,16.1,7.4,220,190.93
25.6,3.3,24.0,1015.3,16.1,0.0,0,170.87
22.8,6.1,34.0,1016.1,16.1,7.4,210,153.55
21.7,7.2,39.0,1016.5,16.1,0.0,0,154.96
20.6,7.2,42.0,1016.7,16.1,0.0,0,155.43
18.9,6.1,43.0,1017.0,16.1,9.3,90,135.62
17.2,7.2,52.0,1017.2,16.1,11.1,100,123.0
16.7,7.2,53.0,1017.3,16.1,11.1,100,119.01
15.0,-1.1,33.0,1015.3,16.1,0.0,0,111.99
13.9,-0.6,37.0,1015.4,16.1,7.4,210,99.96
13.9,-0.6,37.0,1015.0,16.1,5.6,200,87.33
13.3,0.0,40.0,1014.8,16.1,0.0,0,118.36
13.9,-1.7,34.0,1014.8,16.1,0.0,0,117.98
16.1,-4.4,24.0,1014.8,16.1,14.8,80,114.99
16.1,-4.4,24.0,1015.0,16.1,13.0,80,108.71
17.8,-5.0,21.0,1015.5,16.1,18.5,70,107.2
20.6,-5.0,18.0,1015.7,16.1,22.2,70,106.35
22.2,-5.0,16.0,1015.7,16.1,22.2,80,106.77
23.3,-5.0,15.0,1015.4,16.1,11.1,50,106.85
25.0,-3.9,15.0,1014.7,16.1,16.7,80,109.5
26.7,-3.3,14.0,1013.7,16.1,5.6,0,111.22
26.7,-2.8,14.0,1012.6,16.1,7.4,0,112.42
26.7,-2.8,14.0,1011.7,16.1,11.1,340,112.33
27.2,-2.2,14.0,1011.3,16.1,5.6,310,113.02
27.2,-2.2,14.0,1011.2,16.1,5.6,0,114.39
27.2,-2.2,14.0,1010.9,16.1,0.0,0,113.48
26.7,-2.2,15.0,1011.0,16.1,13.0,300,114.23
22.8,1.7,25.0,1011.5,16.1,9.3,220,118.56
21.7,1.1,26.0,1011.8,16.1,0.0,0,116.71
21.7,0.0,24.0,1012.0,16.1,9.3,250,86.01
21.1,1.1,27.0,1012.5,16.1,0.0,0,72.68
18.3,2.8,36.0,1012.5,16.1,9.3,230,65.76
20.0,-8.9,14.0,1009.2,16.1,5.6,110,65.1
18.3,-7.8,16.0,1009.4,16.1,16.7,100,66.19
17.2,-6.1,20.0,1009.6,16.1,9.3,90,64.29
16.7,-5.0,22.0,1010.1,16.1,16.7,90,65.21
15.0,-4.4,26.0,1010.2,16.1,16.7,80,64.89
15.0,-4.4,26.0,1010.8,16.1,13.0,90,63.64
15.6,-4.4,25.0,1011.6,16.1,11.1,90,89.76
18.3,-5.0,20.0,1012.0,16.1,11.1,120,146.34
21.1,-6.7,15.0,1012.2,16.1,14.8,130,121.54
23.9,-6.7,13.0,1012.4,16.1,14.8,180,119.72
25.6,-9.4,9.0,1012.5,16.1,18.5,200,118.56
27.2,-11.1,7.0,1011.7,16.1,24.1,210,117.07
27.2,-10.0,8.0,1011.1,16.1,0.0,0,120.93
26.7,-8.3,9.0,1010.5,16.1,7.4,0,120.72
27.8,-7.8,9.0,1009.8,16.1,22.2,310,119.16
27.2,-8.3,9.0,1009.0,16.1,22.2,300,121.01
27.8,-7.8,9.0,1008.3,16.1,20.4,290,121.27
27.2,-8.3,9.0,1008.1,16.1,24.1,270,121.57
26.1,-8.9,9.0,1008.0,16.1,20.4,280,121.04
25.0,-11.1,8.0,1008.4,16.1,18.5,300,87.28
24.4,-10.0,10.0,1009.0,16.1,16.7,280,70.64
21.1,-8.3,13.0,1009.2,16.1,9.3,220,68.48
20.0,-7.2,15.0,1009.4,16.1,7.4,240,67.87
21.7,-8.3,13.0,1009.4,16.1,14.8,250,65.06
21.1,4.4,33.0,1006.1,16.1,13.0,190,65.72
20.6,4.4,35.0,1005.9,16.1,0.0,0,66.52
20.0,4.4,36.0,1006.1,16.1,0.0,0,64.36
18.9,5.0,40.0,1006.2,16.1,11.1,160,65.09
18.3,5.0,42.0,1006.6,16.1,11.1,160,66.38
18.3,5.0,42.0,1007.3,16.1,5.6,170,65.37
19.4,5.6,40.0,1008.1,16.1,7.4,190,79.1
21.1,3.9,32.0,1008.6,16.1,0.0,0,149.73
22.2,6.1,35.0,1008.6,16.1,24.1,190,133.47
45.5,12.2,68.0,2018.6,32.2,37.0,340,124.73
25.0,6.1,30.0,1008.3,16.1,18.5,180,122.7
27.2,4.4,23.0,1007.3,16.1,24.1,190,121.84
27.2,5.0,24.0,1006.6,16.1,18.5,170,122.61
28.9,5.6,23.0,1005.7,16.1,20.4,210,123.91
30.0,3.9,19.0,1004.5,16.1,25.9,180,118.93
29.4,3.9,20.0,1003.7,16.1,18.5,220,117.6
28.9,2.8,19.0,1003.4,16.1,16.7,180,119.03
28.9,0.6,16.0,1003.2,16.1,25.9,190,118.75
28.3,2.8,19.0,1003.4,16.1,27.8,260,117.48
25.6,5.0,27.0,1004.3,16.1,29.6,260,98.4
24.4,3.3,25.0,1005.3,16.1,18.5,260,88.97
23.9,1.7,23.0,1005.9,16.1,14.8,260,86.85
22.2,0.6,24.0,1006.4,16.1,7.4,220,82.76
21.1,0.6,26.0,1006.6,16.1,9.3,150,83.22
27.8,6.7,26.0,1006.9,16.1,11.1,80,82.25
27.2,6.1,26.0,1006.6,16.1,7.4,90,82.82
25.0,8.3,34.0,1006.8,16.1,14.8,80,82.7
24.4,8.9,37.0,1007.1,16.1,11.1,60,115.55
22.8,8.3,39.0,1007.4,16.1,9.3,90,116.56
22.8,8.3,39.0,1008.0,16.1,9.3,100,112.01
23.9,8.3,37.0,1008.4,16.1,13.0,80,111.62
26.7,7.2,29.0,1008.7,16.1,13.0,100,130.2
29.4,3.3,19.0,1008.9,16.1,11.1,100,178.12
31.1,2.2,16.0,1009.1,16.1,11.1,80,195.76
32.8,-3.3,10.0,1009.0,16.1,11.1,100,199.7
34.4,-3.9,8.0,1008.6,16.1,9.3,0,204.64
36.7,-2.8,8.0,1008.2,16.1,13.0,160,204.04
36.1,-4.4,7.0,1007.8,16.1,11.1,260,204.87
37.8,-3.9,7.0,1007.3,16.1,11.1,0,204.78
36.7,-3.9,7.0,1006.7,16.1,5.6,0,203.61
37.2,-2.8,8.0,1006.3,16.1,0.0,0,200.72
37.2,-3.3,8.0,1006.1,16.1,18.5,290,183.51
36.7,-3.3,8.0,1006.5,16.1,16.7,320,166.62
35.6,-2.8,9.0,1006.9,16.1,7.4,360,167.9
35.0,-1.7,10.0,1007.4,16.1,0.0,0,164.45
33.9,0.0,12.0,1007.6,16.1,0.0,0,126.87
31.1,4.4,18.0,1007.9,16.1,5.6,120,111.98
29.4,5.6,22.0,1007.7,16.1,5.6,260,105.53
34.4,15.0,31.0,1008.3,16.1,14.8,290,90.96
33.9,13.9,30.0,1008.3,16.1,16.7,280,79.18
32.8,14.4,33.0,1008.4,16.1,5.6,140,74.11
30.6,18.3,48.0,1008.5,16.1,13.0,110,127.32
30.0,18.3,49.0,1008.9,16.1,11.1,110,121.25
30.0,18.3,49.0,1009.5,16.1,11.1,120,119.3
30.6,17.2,44.0,1009.9,16.1,11.1,120,125.81
32.2,17.2,40.0,1010.3,16.1,5.6,90,144.49
33.3,16.1,35.0,1010.3,16.1,0.0,0,184.32
35.0,15.0,30.0,1009.8,16.1,9.3,30,202.16
36.1,14.4,27.0,1009.5,16.1,0.0,0,209.43
37.2,12.8,23.0,1008.6,16.1,0.0,0,211.62
40.0,13.3,20.0,1007.3,16.1,11.1,210,212.91
40.0,13.3,20.0,1006.3,16.1,16.7,240,206.21
40.6,11.7,18.0,1005.7,16.1,18.5,340,214.34
41.7,8.9,14.0,1004.5,16.1,14.8,240,209.32
41.7,8.9,14.0,1003.5,16.1,24.1,290,209.87
40.6,9.4,15.0,1003.2,16.1,11.1,300,193.86
40.6,7.8,14.0,1003.4,16.1,11.1,320,168.3
40.0,6.7,13.0,1003.4,16.1,16.7,300,166.73
39.4,6.7,14.0,1003.6,16.1,9.3,320,162.84
36.7,8.3,18.0,1004.2,16.1,7.4,230,137.96
36.7,6.7,16.0,1004.3,16.1,20.4,260,125.74
35.6,6.1,16.0,1004.4,16.1,11.1,320,122.25
33.9,14.4,31.0,1005.6,16.1,0.0,0,103.52
33.3,14.4,32.0,1005.7,16.1,7.4,90,103.14
32.8,13.9,32.0,1005.8,16.1,13.0,80,95.21
32.2,14.4,34.0,1006.1,16.1,11.1,100,117.26
32.2,14.4,34.0,1006.3,16.1,9.3,90,121.01
64.4,32.2,76.0,2016.6,32.2,13.0,170,116.43
65.0,34.5,80.0,2017.5,32.2,27.8,280,117.58
32.8,18.3,42.0,1008.3,16.1,18.5,130,137.32
33.9,18.9,41.0,1008.5,16.1,18.5,140,181.8
35.0,17.8,36.0,1008.6,16.1,20.4,110,200.72
36.1,16.7,31.0,1008.4,16.1,16.7,160,207.15
37.8,14.4,25.0,1007.8,16.1,11.1,160,210.37
38.9,15.6,25.0,1006.4,16.1,5.6,0,211.76
41.1,14.4,21.0,1005.3,16.1,9.3,0,213.8
39.4,14.4,23.0,1004.5,16.1,16.7,190,213.54
40.0,15.0,23.0,1003.8,16.1,13.0,210,213.73
34.4,18.9,40.0,1004.2,16.1,31.5,130,211.78
153.8,109.0,295.0,5031.3,64.0,107.3,670,188.69
81.7,66.6,221.0,3018.3,33.800000000000004,81.4,390,160.92
57.2,44.4,136.0,2013.8000000000002,32.2,40.8,290,164.43
28.3,21.7,67.0,1007.3,16.1,13.0,70,168.19
28.3,21.1,65.0,1007.8,16.1,14.8,90,139.73
28.3,21.1,65.0,1007.9,16.1,13.0,130,118.09
28.3,20.0,60.0,1007.9,16.1,7.4,100,107.54
35.0,14.4,29.0,1008.2,16.1,7.4,310,99.64
33.9,15.0,32.0,1007.8,16.1,0.0,0,94.94
32.2,16.7,39.0,1007.8,16.1,7.4,90,86.7
31.1,15.6,39.0,1008.0,16.1,9.3,120,121.9
31.1,14.4,36.0,1008.0,16.1,7.4,50,118.58
30.0,16.1,43.0,1008.7,16.1,11.1,110,113.86
30.0,16.1,43.0,1009.4,16.1,13.0,120,116.79
30.6,15.6,40.0,1010.2,16.1,11.1,100,132.82
31.7,15.6,38.0,1010.4,16.1,14.8,80,173.11
32.2,16.7,39.0,1010.9,16.1,5.6,0,193.92
35.0,16.7,33.0,1010.6,16.1,13.0,140,203.25
35.0,16.1,32.0,1009.9,16.1,9.3,140,203.43
35.6,15.6,30.0,1008.8,16.1,13.0,180,205.15
35.6,15.0,29.0,1008.0,16.1,7.4,210,206.96
33.3,18.9,42.0,1007.1,16.1,0.0,0,208.72
35.0,16.1,32.0,1006.4,16.1,7.4,220,206.55
36.7,13.9,25.0,1006.2,16.1,0.0,0,202.88
36.1,13.3,25.0,1006.2,16.1,0.0,0,181.18
35.6,15.6,30.0,1006.4,16.1,7.4,10,158.01
34.4,16.1,33.0,1006.8,16.1,0.0,0,163.5
33.9,16.1,34.0,1007.6,16.1,7.4,240,164.27
33.9,13.3,29.0,1008.1,16.1,20.4,330,145.72
33.9,13.9,30.0,1007.9,16.1,14.8,320,130.11
33.3,14.4,32.0,1007.8,16.1,9.3,280,123.95
19.4,14.4,73.0,1014.0,16.1,5.6,310,116.66
18.3,16.1,87.0,1014.0,16.1,0.0,0,105.19
18.3,16.1,87.0,1014.0,16.1,0.0,0,93.43
18.3,16.1,87.0,1014.0,16.1,0.0,0,114.94
17.8,15.6,87.0,1014.3,16.1,5.6,320,116.64
18.3,15.6,84.0,1015.0,16.1,0.0,0,112.81
17.8,15.6,87.0,1015.7,16.1,0.0,0,110.72
19.4,15.6,79.0,1016.3,16.1,0.0,0,128.37
20.6,15.6,73.0,1016.5,16.1,0.0,0,172.1
22.2,13.9,59.0,1016.2,16.1,7.4,100,189.29
23.9,13.9,53.0,1015.9,16.1,11.1,40,190.7
24.4,13.3,50.0,1015.7,16.1,9.3,50,196.16
25.6,12.8,45.0,1014.5,16.1,5.6,0,194.43
26.7,12.2,40.0,1013.7,16.1,7.4,50,198.37
27.2,11.7,38.0,1012.9,16.1,5.6,0,199.01
27.8,12.2,38.0,1012.6,16.1,14.8,280,197.54
27.2,12.2,39.0,1012.6,16.1,13.0,230,193.92
26.7,12.2,40.0,1012.9,16.1,11.1,240,177.0
26.1,12.2,42.0,1013.4,16.1,5.6,210,155.05
26.1,11.1,39.0,1013.4,16.1,11.1,290,158.91
26.1,11.7,40.0,1013.9,16.1,9.3,290,158.71
25.0,12.2,45.0,1013.7,16.1,7.4,320,130.64
25.0,12.2,45.0,1013.5,16.1,7.4,360,112.73
23.9,12.2,48.0,1013.2,16.1,7.4,270,95.77
13.3,2.2,47.0,1017.3,16.1,7.4,230,86.75
12.8,1.7,47.0,1017.2,16.1,5.6,250,75.56
11.7,2.8,55.0,1017.2,16.1,0.0,0,67.36
12.2,1.7,49.0,1017.0,16.1,0.0,0,64.98
11.7,2.8,55.0,1017.2,16.1,5.6,290,65.76
11.7,2.2,52.0,1017.3,16.1,0.0,0,65.98
10.6,2.2,56.0,1017.9,16.1,5.6,230,87.64
12.2,2.2,51.0,1018.5,16.1,0.0,0,140.79
15.0,0.6,38.0,1018.7,16.1,7.4,260,122.67
17.8,0.0,30.0,1018.6,16.1,7.4,260,123.78
20.6,-1.1,23.0,1018.2,16.1,0.0,0,121.03
22.8,-1.1,20.0,1017.1,16.1,0.0,0,122.32
24.4,-1.7,18.0,1015.8,16.1,18.5,30,120.68
25.6,-1.7,17.0,1014.6,16.1,16.7,90,122.97
26.1,-1.1,17.0,1013.9,16.1,5.6,0,122.18
26.1,-1.1,17.0,1013.6,16.1,0.0,0,123.68
26.7,-0.6,17.0,1013.4,16.1,0.0,0,121.42
23.9,1.7,23.0,1013.4,16.1,7.4,230,123.68
21.7,2.2,28.0,1013.9,16.1,5.6,220,122.16
22.2,0.6,24.0,1013.9,16.1,5.6,300,88.34
18.3,3.9,39.0,1014.0,16.1,7.4,230,70.1
18.9,2.2,33.0,1014.1,16.1,0.0,0,70.92
17.8,2.2,35.0,1014.0,16.1,0.0,0,67.77
16.7,3.3,41.0,1013.8,16.1,5.6,110,65.76
13.3,-2.2,34.0,1020.4,16.1,0.0,0,67.37
13.3,-0.6,39.0,1020.6,16.1,9.3,350,66.5
12.2,-1.1,40.0,1020.5,16.1,0.0,0,65.23
11.7,0.0,45.0,1020.4,16.1,5.6,100,65.89
12.8,-2.8,34.0,1020.0,16.1,7.4,90,64.49
12.2,-2.2,37.0,1020.4,16.1,0.0,0,66.57
11.1,-2.8,38.0,1020.3,16.1,0.0,0,79.99
11.7,-3.9,34.0,1020.9,16.1,0.0,0,161.21
13.3,-1.7,36.0,1021.2,16.1,0.0,0,139.95
16.7,-2.2,28.0,1021.2,16.1,0.0,0,124.98
21.1,-3.3,19.0,1020.3,16.1,0.0,0,123.72
23.3,-7.2,13.0,1019.5,16.1,18.5,70,123.39
24.4,-7.2,12.0,1018.3,16.1,16.7,80,125.52
25.6,-6.7,11.0,1017.0,16.1,11.1,120,126.56
26.1,-7.2,11.0,1016.6,16.1,0.0,0,126.52
25.0,-7.8,11.0,1016.5,16.1,11.1,270,125.18
23.9,-5.6,14.0,1016.3,16.1,13.0,310,125.14
22.8,-5.0,15.0,1016.3,16.1,9.3,320,124.79
18.9,-3.9,21.0,1017.2,16.1,9.3,230,119.33
17.8,-3.3,24.0,1016.8,16.1,0.0,0,98.87
17.2,-3.3,25.0,1017.4,16.1,0.0,0,91.21
15.6,-2.8,28.0,1017.1,16.1,0.0,0,88.87
13.9,-2.2,33.0,1017.4,16.1,0.0,0,87.75
11.7,-1.1,41.0,1018.0,16.1,5.6,220,84.66
33.3,14.4,32.0,1009.0,16.1,18.5,160,85.6
32.8,15.0,34.0,1009.1,16.1,13.0,120,85.27
32.2,15.6,37.0,1009.3,16.1,9.3,120,85.14
32.8,15.0,34.0,1009.4,16.1,5.6,0,118.01
32.2,15.6,37.0,1010.0,16.1,0.0,0,119.22
